Time t / s,Voltage U_A1 / V,Voltage U_B1 / V,Collector current I_A / nA,Acceleration voltage U_B / V
11.2,0.63,3.18,0.63,31.8
11.301,0.645,3.205,0.645,32.05
11.4,0.66,3.235,0.66,32.35
11.5,0.66,3.26,0.66,32.6
11.6,0.675,3.29,0.675,32.9
11.7,0.675,3.32,0.675,33.2
11.801,0.69,3.345,0.69,33.45
11.9,0.705,3.375,0.705,33.75
12.0,0.705,3.4,0.705,34.0
12.101,0.72,3.43,0.72,34.3
12.201,0.72,3.455,0.72,34.55
12.302,0.735,3.485,0.735,34.85
12.401,0.75,3.515,0.75,35.15
12.501,0.75,3.54,0.75,35.4
12.6,0.75,3.57,0.75,35.7
12.701,0.75,3.595,0.75,35.95
12.801,0.75,3.625,0.75,36.25
12.9,0.75,3.65,0.75,36.5
13.0,0.75,3.68,0.75,36.8
13.101,0.75,3.705,0.75,37.05
13.201,0.75,3.735,0.75,37.35
13.3,0.75,3.76,0.75,37.6
13.4,0.75,3.79,0.75,37.9
13.5,0.735,3.82,0.735,38.2
13.6,0.735,3.845,0.735,38.45
13.7,0.72,3.875,0.72,38.75
13.8,0.72,3.9,0.72,39.0
13.9,0.72,3.93,0.72,39.3
14.0,0.705,3.955,0.705,39.55
14.101,0.705,3.985,0.705,39.85
14.2,0.69,4.01,0.69,40.1
14.301,0.675,4.04,0.675,40.4
14.401,0.675,4.07,0.675,40.7
14.501,0.66,4.095,0.66,40.95
14.6,0.66,4.125,0.66,41.25
14.701,0.66,4.15,0.66,41.5
14.801,0.645,4.175,0.645,41.75
14.9,0.645,4.205,0.645,42.05
15.0,0.645,4.235,0.645,42.35
15.1,0.645,4.26,0.645,42.6
15.2,0.645,4.29,0.645,42.9
15.301,0.645,4.315,0.645,43.15
15.4,0.63,4.345,0.63,43.45
15.499,0.645,4.37,0.645,43.7
15.601,0.645,4.4,0.645,44.0
15.7,0.645,4.425,0.645,44.25
15.8,0.66,4.455,0.66,44.55
15.9,0.66,4.48,0.66,44.8
16.001,0.66,4.51,0.66,45.1
16.101,0.675,4.535,0.675,45.35
16.2,0.675,4.565,0.675,45.65
16.3,0.69,4.59,0.69,45.9
16.4,0.69,4.62,0.69,46.2
16.501,0.705,4.645,0.705,46.45
16.6,0.705,4.675,0.705,46.75
16.701,0.72,4.7,0.72,47.0
16.8,0.735,4.73,0.735,47.3
16.9,0.735,4.755,0.735,47.55
17.0,0.75,4.785,0.75,47.85
17.1,0.765,4.81,0.765,48.1
17.2,0.78,4.84,0.78,48.4
17.301,0.78,4.865,0.78,48.65
17.4,0.795,4.895,0.795,48.95
17.5,0.825,4.92,0.825,49.2
17.6,0.84,4.95,0.84,49.5
17.7,0.855,4.975,0.855,49.75
17.8,0.885,5.005,0.885,50.05
17.9,0.9,5.03,0.9,50.3
18.0,0.93,5.06,0.93,50.6
18.101,0.945,5.085,0.945,50.85
18.201,0.975,5.115,0.975,51.15
18.3,0.99,5.14,0.99,51.4
18.4,1.02,5.165,1.02,51.65
18.501,1.035,5.195,1.035,51.95
18.6,1.05,5.22,1.05,52.2
18.7,1.05,5.25,1.05,52.5
18.801,1.05,5.275,1.05,52.75
18.9,1.035,5.3,1.035,53.0
19.0,1.035,5.33,1.035,53.3
19.1,1.035,5.36,1.035,53.6
19.2,1.02,5.385,1.02,53.85
19.299,1.005,5.41,1.005,54.1
19.401,0.99,5.44,0.99,54.4
19.5,0.96,5.465,0.96,54.65
19.6,0.945,5.495,0.945,54.95
19.701,0.93,5.52,0.93,55.2
19.801,0.9,5.55,0.9,55.5
19.9,0.885,5.575,0.885,55.75
19.999,0.945,5.6,0.945,56.0
20.101,0.84,5.63,0.84,56.3
20.201,0.825,5.66,0.825,56.6
20.301,0.81,5.685,0.81,56.85
20.401,0.795,5.715,0.795,57.15
20.5,0.765,5.74,0.765,57.4
20.6,0.735,5.765,0.735,57.65
20.7,0.705,5.795,0.705,57.95
20.801,0.675,5.82,0.675,58.2
20.9,0.645,5.85,0.645,58.5
21.001,0.63,5.875,0.63,58.75
21.1,0.615,5.905,0.615,59.05
21.2,0.585,5.93,0.585,59.3
21.301,0.555,5.955,0.555,59.55
21.401,0.54,5.985,0.54,59.85
21.5,0.51,6.01,0.51,60.1
21.601,0.495,6.04,0.495,60.4
21.7,0.48,6.065,0.48,60.65
21.8,0.465,6.09,0.465,60.9
21.9,0.465,6.12,0.465,61.2
22.001,0.45,6.15,0.45,61.5
22.101,0.435,6.175,0.435,61.75
22.201,0.435,6.2,0.435,62.0
22.301,0.435,6.23,0.435,62.3
22.4,0.435,6.255,0.435,62.55
22.5,0.435,6.28,0.435,62.8
22.6,0.435,6.31,0.435,63.1
22.7,0.435,6.335,0.435,63.35
22.8,0.45,6.365,0.45,63.65
22.901,0.45,6.39,0.45,63.9
23.0,0.465,6.42,0.465,64.2
23.101,0.48,6.445,0.48,64.45
23.2,0.495,6.47,0.495,64.7
23.3,0.51,6.5,0.51,65.0
23.4,0.525,6.525,0.525,65.25
23.501,0.54,6.555,0.54,65.55
23.6,0.57,6.58,0.57,65.8
23.699,0.585,6.605,0.585,66.05
23.801,0.6,6.635,0.6,66.35
23.9,0.63,6.66,0.63,66.6
24.001,0.645,6.69,0.645,66.9
24.101,0.675,6.715,0.675,67.15
24.2,0.705,6.74,0.705,67.4
24.301,0.72,6.77,0.72,67.7
24.4,0.75,6.795,0.75,67.95
24.5,0.78,6.82,0.78,68.2
24.601,0.81,6.85,0.81,68.5
24.7,0.84,6.875,0.84,68.75
24.8,0.87,6.9,0.87,69.0
24.901,0.9,6.93,0.9,69.3
25.0,0.93,6.955,0.93,69.55
25.1,0.96,6.985,0.96,69.85
25.201,0.975,7.01,0.975,70.1
25.3,1.005,7.04,1.005,70.4
25.4,1.035,7.065,1.035,70.65
25.499,1.065,7.09,1.065,70.9
25.599,1.095,7.12,1.095,71.2
25.701,1.125,7.145,1.125,71.45
25.801,1.14,7.175,1.14,71.75
25.9,1.155,7.2,1.155,72.0
25.999,1.17,7.225,1.17,72.25
26.101,1.185,7.255,1.185,72.55
26.199,1.2,7.28,1.2,72.8
26.301,1.215,7.305,1.215,73.05
26.4,1.215,7.335,1.215,73.35
26.5,1.215,7.36,1.215,73.6
26.601,1.215,7.385,1.215,73.85
26.701,1.215,7.415,1.215,74.15
26.8,1.2,7.44,1.2,74.4
26.9,1.2,7.465,1.2,74.65
26.999,1.2,7.495,1.2,74.95
27.1,1.185,7.52,1.185,75.2
27.201,1.185,7.545,1.185,75.45
27.3,1.185,7.575,1.185,75.75
27.4,1.185,7.6,1.185,76.0
27.501,1.17,7.625,1.17,76.25
27.6,1.155,7.655,1.155,76.55
27.7,1.14,7.68,1.14,76.8
27.801,1.125,7.705,1.125,77.05
27.9,1.125,7.73,1.125,77.3
28.0,1.125,7.76,1.125,77.6
28.1,1.125,7.785,1.125,77.85
28.201,1.125,7.815,1.125,78.15
28.3,1.11,7.84,1.11,78.4
28.4,1.11,7.865,1.11,78.65
28.5,1.11,7.895,1.11,78.95
28.6,1.125,7.91,1.125,79.1
28.7,1.095,7.905,1.095,79.05
28.8,1.08,7.905,1.08,79.05
28.899,1.065,7.905,1.065,79.05
29.001,1.05,7.905,1.05,79.05
29.1,1.035,7.905,1.035,79.05
29.2,1.035,7.905,1.035,79.05
29.3,1.02,7.905,1.02,79.05
29.399,1.02,7.905,1.02,79.05
29.499,1.005,7.905,1.005,79.05
29.6,0.99,7.905,0.99,79.05
29.701,0.975,7.905,0.975,79.05
29.8,0.975,7.905,0.975,79.05
29.9,0.96,7.905,0.96,79.05
30.0,0.945,7.905,0.945,79.05
30.1,0.945,7.905,0.945,79.05
30.2,0.93,7.91,0.93,79.1
30.3,0.945,7.91,0.945,79.1
30.4,0.93,7.905,0.93,79.05
30.5,0.915,7.905,0.915,79.05
30.6,0.915,7.905,0.915,79.05
30.7,0.915,7.905,0.915,79.05
30.8,0.915,7.905,0.915,79.05
30.901,0.915,7.91,0.915,79.1
31.0,0.93,7.905,0.93,79.05
31.1,0.915,7.905,0.915,79.05
31.2,0.915,7.905,0.915,79.05
31.3,0.915,7.905,0.915,79.05
31.4,0.93,7.91,0.93,79.1
31.501,0.93,7.905,0.93,79.05
31.6,0.93,7.905,0.93,79.05
31.7,0.945,7.905,0.945,79.05
31.8,0.945,7.91,0.945,79.1
31.9,0.96,7.905,0.96,79.05
32.001,0.96,7.905,0.96,79.05
32.101,0.975,7.905,0.975,79.05
32.201,0.975,7.905,0.975,79.05
32.301,0.99,7.905,0.99,79.05
32.4,1.005,7.905,1.005,79.05
32.5,1.005,7.905,1.005,79.05
32.601,1.02,7.91,1.02,79.1
32.701,1.035,7.905,1.035,79.05
32.8,1.035,7.905,1.035,79.05
32.9,1.05,7.905,1.05,79.05
33.001,1.065,7.905,1.065,79.05
33.1,1.065,7.905,1.065,79.05
33.2,1.08,7.91,1.08,79.1
33.301,1.08,7.905,1.08,79.05
33.401,1.095,7.905,1.095,79.05
33.5,1.095,7.905,1.095,79.05
33.6,1.11,7.91,1.11,79.1
33.7,1.125,7.91,1.125,79.1
33.799,1.125,7.905,1.125,79.05
33.901,1.125,7.905,1.125,79.05
34.001,1.125,7.905,1.125,79.05
34.101,1.14,7.905,1.14,79.05
34.2,1.14,7.905,1.14,79.05
34.3,1.14,7.905,1.14,79.05
34.4,1.14,7.91,1.14,79.1
34.501,1.14,7.905,1.14,79.05
34.6,1.155,7.905,1.155,79.05
34.701,1.155,7.905,1.155,79.05
34.8,1.155,7.905,1.155,79.05
34.9,1.155,7.905,1.155,79.05
35.0,1.155,7.905,1.155,79.05
35.101,1.155,7.905,1.155,79.05
35.201,1.155,7.905,1.155,79.05
35.301,1.155,7.905,1.155,79.05
35.4,1.155,7.905,1.155,79.05
35.5,1.155,7.905,1.155,79.05
35.6,1.14,7.905,1.14,79.05
35.7,1.14,7.905,1.14,79.05
35.801,1.14,7.905,1.14,79.05
35.9,1.14,7.905,1.14,79.05
36.001,1.14,7.905,1.14,79.05
36.101,1.14,7.905,1.14,79.05
36.199,1.11,7.905,1.11,79.05
36.3,1.11,7.905,1.11,79.05
36.401,1.11,7.905,1.11,79.05
36.5,1.11,7.905,1.11,79.05
36.6,1.095,7.905,1.095,79.05
36.701,1.095,7.91,1.095,79.1
36.801,1.095,7.905,1.095,79.05
36.9,1.08,7.91,1.08,79.1
37.0,1.08,7.905,1.08,79.05
37.1,1.065,7.905,1.065,79.05
37.2,1.065,7.905,1.065,79.05
37.301,1.05,7.905,1.05,79.05
37.4,1.035,7.905,1.035,79.05
37.5,1.035,7.905,1.035,79.05
