Time t / s,Voltage U_A1 / V,Voltage U_B1 / V,Collector current I_A / nA,Acceleration voltage U_B / V
23.801,1.95,6.565,1.95,65.65
23.901,2.085,6.595,2.085,65.95
24.0,2.22,6.62,2.22,66.2
24.1,2.37,6.645,2.37,66.45
24.2,2.52,6.675,2.52,66.75
24.3,2.67,6.7,2.67,67.0
24.4,2.82,6.725,2.82,67.25
24.5,2.985,6.755,2.985,67.55
24.6,3.15,6.78,3.15,67.8
24.701,3.33,6.81,3.33,68.1
24.801,3.51,6.835,3.51,68.35
24.9,3.69,6.865,3.69,68.65
25.001,3.87,6.89,3.87,68.9
25.101,4.05,6.915,4.05,69.15
25.2,4.23,6.94,4.23,69.4
25.3,4.38,6.97,4.38,69.7
25.4,4.53,6.995,4.53,69.95
25.5,4.68,7.025,4.68,70.25
25.6,4.83,7.05,4.83,70.5
25.7,4.995,7.075,4.995,70.75
25.8,5.16,7.105,5.16,71.05
25.9,5.325,7.13,5.325,71.3
26.0,5.46,7.155,5.46,71.55
26.1,5.595,7.185,5.595,71.85
26.2,5.73,7.21,5.73,72.1
26.3,5.85,7.235,5.85,72.35
26.4,6.0,7.265,6.0,72.65
26.5,6.15,7.29,6.15,72.9
26.6,6.3,7.32,6.3,73.2
26.7,6.435,7.345,6.435,73.45
26.801,6.57,7.37,6.57,73.7
26.901,6.705,7.4,6.705,74.0
27.001,6.855,7.425,6.855,74.25
27.1,7.005,7.45,7.005,74.5
27.2,7.185,7.48,7.185,74.8
27.3,7.38,7.505,7.38,75.05
27.4,7.575,7.53,7.575,75.3
27.5,7.755,7.555,7.755,75.55
27.6,7.935,7.585,7.935,75.85
27.701,8.115,7.61,8.115,76.1
27.8,8.31,7.64,8.31,76.4
27.899,8.55,7.665,8.55,76.65
27.999,8.82,7.69,8.82,76.9
28.1,9.105,7.715,9.105,77.15
28.2,9.39,7.745,9.39,77.45
28.301,9.675,7.77,9.675,77.7
28.4,9.96,7.795,9.96,77.95
28.5,10.275,7.825,10.275,78.25
28.6,10.635,7.85,10.635,78.5
28.7,11.01,7.875,11.01,78.75
29.001,11.625,7.91,11.625,79.1
29.101,11.61,7.91,11.61,79.1
29.2,11.625,7.91,11.625,79.1
29.3,11.64,7.91,11.64,79.1
29.4,11.625,7.91,11.625,79.1
29.5,11.64,7.91,11.64,79.1
29.6,11.64,7.91,11.64,79.1
29.7,11.655,7.91,11.655,79.1
29.8,11.655,7.91,11.655,79.1
29.901,11.67,7.905,11.67,79.05
30.001,11.685,7.91,11.685,79.1
30.101,11.685,7.905,11.685,79.05
30.2,11.7,7.91,11.7,79.1
30.299,11.715,7.91,11.715,79.1
30.4,11.715,7.91,11.715,79.1
30.5,11.73,7.91,11.73,79.1
30.599,11.745,7.91,11.745,79.1
30.7,11.745,7.91,11.745,79.1
30.8,11.76,7.91,11.76,79.1
30.9,11.76,7.91,11.76,79.1
31.0,11.775,7.91,11.775,79.1
31.1,11.79,7.91,11.79,79.1
31.201,11.79,7.905,11.79,79.05
31.301,11.805,7.91,11.805,79.1
31.4,11.82,7.91,11.82,79.1
31.5,11.82,7.91,11.82,79.1
31.6,11.835,7.91,11.835,79.1
31.701,11.85,7.91,11.85,79.1
31.8,11.835,7.905,11.835,79.05
31.9,11.865,7.91,11.865,79.1
32.001,11.865,7.91,11.865,79.1
32.101,11.865,7.905,11.865,79.05
32.2,11.865,7.905,11.865,79.05
32.3,11.865,7.91,11.865,79.1
32.4,11.865,7.91,11.865,79.1
32.5,11.865,7.91,11.865,79.1
32.601,11.865,7.905,11.865,79.05
32.7,11.895,7.91,11.895,79.1
32.799,11.895,7.91,11.895,79.1
32.9,11.895,7.91,11.895,79.1
33.001,11.895,7.905,11.895,79.05
33.1,11.895,7.905,11.895,79.05
33.201,11.895,7.91,11.895,79.1
33.301,11.895,7.91,11.895,79.1
33.4,11.895,7.905,11.895,79.05
33.501,11.895,7.91,11.895,79.1
33.601,11.895,7.91,11.895,79.1
33.7,11.895,7.91,11.895,79.1
33.8,11.895,7.91,11.895,79.1
33.901,11.88,7.905,11.88,79.05
34.0,11.88,7.91,11.88,79.1
34.1,11.865,7.905,11.865,79.05
34.2,11.88,7.91,11.88,79.1
34.3,11.865,7.91,11.865,79.1
34.401,11.85,7.905,11.85,79.05
34.5,11.85,7.91,11.85,79.1
34.6,11.835,7.91,11.835,79.1
34.8,11.67,7.91,11.67,79.1
35.0,11.685,7.91,11.685,79.1
35.099,11.7,7.91,11.7,79.1
35.2,11.73,7.91,11.73,79.1
35.3,11.73,7.905,11.73,79.05
35.4,11.775,7.91,11.775,79.1
35.501,11.79,7.91,11.79,79.1
35.6,11.805,7.91,11.805,79.1
35.7,11.82,7.91,11.82,79.1
35.801,11.82,7.91,11.82,79.1
35.9,11.835,7.91,11.835,79.1
36.0,11.85,7.91,11.85,79.1
36.099,11.85,7.91,11.85,79.1
36.2,11.865,7.91,11.865,79.1
36.3,11.865,7.905,11.865,79.05
36.4,11.88,7.91,11.88,79.1
36.502,11.88,7.91,11.88,79.1
36.6,11.895,7.905,11.895,79.05
36.7,11.895,7.91,11.895,79.1
36.8,11.91,7.91,11.91,79.1
36.901,11.91,7.905,11.91,79.05
37.0,11.91,7.905,11.91,79.05
37.1,11.91,7.905,11.91,79.05
37.2,11.91,7.91,11.91,79.1
37.3,11.91,7.91,11.91,79.1
37.4,11.91,7.91,11.91,79.1
37.501,11.91,7.91,11.91,79.1
37.601,11.91,7.905,11.91,79.05
37.7,11.91,7.91,11.91,79.1
37.801,11.91,7.905,11.91,79.05
37.9,11.895,7.905,11.895,79.05
38.0,11.895,7.91,11.895,79.1
38.101,11.865,7.905,11.865,79.05
38.201,11.865,7.905,11.865,79.05
38.3,11.865,7.91,11.865,79.1
38.401,11.865,7.91,11.865,79.1
38.5,11.865,7.91,11.865,79.1
38.6,11.865,7.91,11.865,79.1
38.701,11.85,7.905,11.85,79.05
38.801,11.85,7.905,11.85,79.05
38.9,11.835,7.91,11.835,79.1
39.0,11.835,7.91,11.835,79.1
39.099,11.82,7.91,11.82,79.1
39.2,11.805,7.91,11.805,79.1
39.3,11.79,7.91,11.79,79.1
39.401,11.775,7.905,11.775,79.05
39.501,11.775,7.905,11.775,79.05
39.601,11.775,7.91,11.775,79.1
39.7,11.76,7.91,11.76,79.1
39.8,11.745,7.91,11.745,79.1
