Time t / s,Voltage U_A1 / V,Voltage U_B1 / V,Collector current I_A / nA,Acceleration voltage U_B / V
9.7,4.005,2.745,4.005,27.45
9.799,4.23,2.775,4.23,27.75
9.9,4.41,2.8,4.41,28.0
10.0,4.605,2.83,4.605,28.3
10.101,4.77,2.86,4.77,28.6
10.201,4.95,2.885,4.95,28.85
10.301,5.07,2.91,5.07,29.1
10.4,5.19,2.94,5.19,29.4
10.501,5.295,2.97,5.295,29.7
10.6,5.4,2.995,5.4,29.95
10.701,5.475,3.025,5.475,30.25
10.8,5.55,3.05,5.55,30.5
10.899,5.61,3.075,5.61,30.75
11.0,5.655,3.105,5.655,31.05
11.1,5.685,3.135,5.685,31.35
11.2,5.7,3.16,5.7,31.6
11.3,5.715,3.19,5.715,31.9
11.4,5.715,3.215,5.715,32.15
11.5,5.715,3.245,5.715,32.45
11.601,5.7,3.27,5.7,32.7
11.7,5.685,3.3,5.685,33.0
11.8,5.655,3.33,5.655,33.3
11.9,5.625,3.355,5.625,33.55
12.0,5.61,3.38,5.61,33.8
12.101,5.58,3.41,5.58,34.1
12.2,5.535,3.435,5.535,34.35
12.299,5.385,3.465,5.385,34.65
12.401,5.055,3.495,5.055,34.95
12.5,4.62,3.52,4.62,35.2
12.599,4.2,3.545,4.2,35.45
12.7,3.84,3.575,3.84,35.75
12.801,3.495,3.6,3.495,36.0
12.9,3.135,3.63,3.135,36.3
13.0,2.745,3.66,2.745,36.6
13.1,2.31,3.685,2.31,36.85
13.2,1.905,3.71,1.905,37.1
13.301,1.53,3.74,1.53,37.4
13.4,1.23,3.765,1.23,37.65
13.501,0.96,3.795,0.96,37.95
13.6,0.78,3.825,0.78,38.25
13.7,0.63,3.85,0.63,38.5
13.801,0.495,3.875,0.495,38.75
13.9,0.39,3.905,0.39,39.05
14.001,0.3,3.935,0.3,39.35
14.1,0.24,3.96,0.24,39.6
14.2,0.18,3.985,0.18,39.85
14.3,0.135,4.015,0.135,40.15
14.401,0.12,4.04,0.12,40.4
14.501,0.12,4.07,0.12,40.7
14.6,0.195,4.095,0.195,40.95
14.7,0.27,4.125,0.27,41.25
14.8,0.33,4.155,0.33,41.55
14.9,0.39,4.18,0.39,41.8
15.0,0.435,4.205,0.435,42.05
15.1,0.48,4.235,0.48,42.35
15.2,0.585,4.26,0.585,42.6
15.3,0.735,4.29,0.735,42.9
15.401,0.945,4.315,0.945,43.15
15.499,1.215,4.345,1.215,43.45
15.6,1.455,4.37,1.455,43.7
15.701,1.695,4.4,1.695,44.0
15.799,1.965,4.425,1.965,44.25
15.9,2.25,4.455,2.25,44.55
16.0,2.55,4.48,2.55,44.8
16.101,2.835,4.505,2.835,45.05
16.2,3.12,4.535,3.12,45.35
16.3,3.405,4.56,3.405,45.6
16.4,3.675,4.59,3.675,45.9
16.5,3.96,4.615,3.96,46.15
16.601,4.245,4.645,4.245,46.45
16.701,4.53,4.67,4.53,46.7
16.8,4.8,4.7,4.8,47.0
16.901,5.07,4.725,5.07,47.25
16.999,5.34,4.755,5.34,47.55
17.101,5.595,4.78,5.595,47.8
17.201,5.85,4.805,5.85,48.05
17.3,6.09,4.835,6.09,48.35
17.401,6.33,4.86,6.33,48.6
17.501,6.555,4.89,6.555,48.9
17.6,6.78,4.915,6.78,49.15
17.701,7.005,4.945,7.005,49.45
17.8,7.215,4.97,7.215,49.7
17.9,7.41,4.995,7.41,49.95
18.0,7.605,5.025,7.605,50.25
18.1,7.785,5.05,7.785,50.5
18.201,7.995,5.08,7.995,50.8
18.301,8.175,5.105,8.175,51.05
18.4,8.355,5.135,8.355,51.35
18.499,8.505,5.16,8.505,51.6
18.601,8.61,5.185,8.61,51.85
18.7,8.625,5.215,8.625,52.15
18.8,8.55,5.24,8.55,52.4
18.9,8.445,5.27,8.445,52.7
19.001,8.385,5.295,8.385,52.95
19.1,8.31,5.32,8.31,53.2
19.2,8.25,5.35,8.25,53.5
19.299,8.145,5.375,8.145,53.75
19.401,7.995,5.405,7.995,54.05
19.5,7.8,5.43,7.8,54.3
19.6,7.59,5.455,7.59,54.55
19.7,7.395,5.485,7.395,54.85
19.8,7.23,5.51,7.23,55.1
19.9,7.065,5.54,7.065,55.4
20.0,6.885,5.565,6.885,55.65
20.1,6.69,5.595,6.69,55.95
20.201,6.48,5.62,6.48,56.2
20.301,6.285,5.645,6.285,56.45
20.4,6.09,5.675,6.09,56.75
20.5,5.925,5.7,5.925,57.0
20.601,5.805,5.73,5.805,57.3
20.7,5.745,5.755,5.745,57.55
20.799,5.73,5.78,5.73,57.8
20.9,5.715,5.81,5.715,58.1
21.0,5.655,5.835,5.655,58.35
21.1,5.58,5.865,5.58,58.65
21.2,5.505,5.89,5.505,58.9
21.3,5.475,5.915,5.475,59.15
21.401,5.52,5.945,5.52,59.45
21.5,5.64,5.97,5.64,59.7
21.6,5.775,5.995,5.775,59.95
21.7,5.865,6.025,5.865,60.25
21.801,5.955,6.05,5.955,60.5
21.899,6.075,6.08,6.075,60.8
22.001,6.21,6.105,6.21,61.05
22.1,6.405,6.13,6.405,61.3
22.201,6.63,6.16,6.63,61.6
22.3,6.885,6.185,6.885,61.85
22.401,7.14,6.215,7.14,62.15
22.501,7.41,6.24,7.41,62.4
22.6,7.695,6.265,7.695,62.65
22.7,8.01,6.295,8.01,62.95
22.801,8.34,6.32,8.34,63.2
22.9,8.73,6.345,8.73,63.45
23.001,9.105,6.375,9.105,63.75
23.101,9.51,6.4,9.51,64.0
23.2,9.945,6.43,9.945,64.3
23.301,10.41,6.455,10.41,64.55
23.4,10.875,6.48,10.875,64.8
23.501,11.385,6.51,11.385,65.1
23.599,11.88,6.535,11.88,65.35
23.701,12.33,6.56,12.33,65.6
23.8,12.69,6.585,12.69,65.85
23.901,12.855,6.615,12.855,66.15
24.0,12.855,6.64,12.855,66.4
24.101,12.855,6.67,12.855,66.7
24.201,12.855,6.695,12.855,66.95
24.3,12.855,6.72,12.855,67.2
24.402,12.855,6.75,12.855,67.5
24.5,12.855,6.775,12.855,67.75
24.601,12.855,6.805,12.855,68.05
24.7,12.855,6.83,12.855,68.3
24.8,12.855,6.855,12.855,68.55
24.9,12.855,6.88,12.855,68.8
25.001,12.855,6.91,12.855,69.1
25.101,12.855,6.935,12.855,69.35
25.2,12.855,6.96,12.855,69.6
25.3,12.855,6.99,12.855,69.9
25.4,12.855,7.015,12.855,70.15
25.5,12.855,7.04,12.855,70.4
25.599,12.855,7.07,12.855,70.7
25.7,12.855,7.095,12.855,70.95
25.8,12.855,7.125,12.855,71.25
25.899,12.855,7.15,12.855,71.5
26.001,12.855,7.175,12.855,71.75
26.1,12.855,7.2,12.855,72.0
26.2,12.855,7.23,12.855,72.3
26.3,12.855,7.255,12.855,72.55
