Time t / s,Voltage U_A1 / V,Voltage U_B1 / V,Collector current I_A / nA,Acceleration voltage U_B / V
10.601,1.59,2.985,1.59,29.85
10.701,1.65,3.01,1.65,30.1
10.801,1.695,3.04,1.695,30.4
10.9,1.74,3.065,1.74,30.65
11.0,1.785,3.095,1.785,30.95
11.101,1.83,3.12,1.83,31.2
11.199,1.86,3.15,1.86,31.5
11.301,1.89,3.175,1.89,31.75
11.401,1.92,3.205,1.92,32.05
11.5,1.935,3.23,1.935,32.3
11.6,1.95,3.26,1.95,32.6
11.7,1.965,3.285,1.965,32.85
11.801,1.98,3.315,1.98,33.15
11.901,1.98,3.34,1.98,33.4
12.001,1.995,3.37,1.995,33.7
12.1,1.995,3.395,1.995,33.95
12.2,1.995,3.425,1.995,34.25
12.6,1.65,3.535,1.65,35.35
12.7,1.485,3.56,1.485,35.6
12.801,1.35,3.59,1.35,35.9
12.9,1.215,3.615,1.215,36.15
13.001,1.08,3.645,1.08,36.45
13.1,0.975,3.675,0.975,36.75
13.2,0.885,3.7,0.885,37.0
13.3,0.795,3.725,0.795,37.25
13.401,0.705,3.755,0.705,37.55
13.501,0.63,3.78,0.63,37.8
13.6,0.57,3.81,0.57,38.1
13.7,0.51,3.835,0.51,38.35
13.801,0.45,3.865,0.45,38.65
13.9,0.405,3.89,0.405,38.9
14.001,0.36,3.92,0.36,39.2
14.101,0.315,3.945,0.315,39.45
14.201,0.285,3.975,0.285,39.75
14.501,0.105,4.055,0.105,40.55
14.6,0.09,4.08,0.09,40.8
14.699,0.075,4.11,0.075,41.1
14.8,0.06,4.135,0.06,41.35
14.899,0.045,4.165,0.045,41.65
15.0,0.045,4.19,0.045,41.9
15.1,0.06,4.22,0.06,42.2
15.2,0.09,4.245,0.09,42.45
15.3,0.105,4.275,0.105,42.75
15.399,0.135,4.3,0.135,43.0
15.501,0.15,4.325,0.15,43.25
15.6,0.165,4.355,0.165,43.55
15.7,0.18,4.38,0.18,43.8
15.801,0.225,4.41,0.225,44.1
15.9,0.255,4.435,0.255,44.35
16.0,0.315,4.465,0.315,44.65
16.1,0.36,4.49,0.36,44.9
16.199,0.405,4.515,0.405,45.15
16.3,0.45,4.545,0.45,45.45
16.401,0.495,4.57,0.495,45.7
16.5,0.54,4.6,0.54,46.0
16.601,0.6,4.63,0.6,46.3
16.699,0.66,4.655,0.66,46.55
16.8,0.72,4.68,0.72,46.8
16.9,0.795,4.71,0.795,47.1
17.0,0.855,4.735,0.855,47.35
17.101,0.915,4.765,0.915,47.65
17.201,0.99,4.79,0.99,47.9
17.301,1.065,4.815,1.065,48.15
17.4,1.14,4.845,1.14,48.45
17.5,1.245,4.87,1.245,48.7
17.601,1.35,4.9,1.35,49.0
17.701,1.455,4.925,1.455,49.25
17.8,1.545,4.955,1.545,49.55
17.9,1.65,4.98,1.65,49.8
18.001,1.74,5.005,1.74,50.05
18.1,1.815,5.035,1.815,50.35
18.2,1.905,5.06,1.905,50.6
18.3,1.98,5.085,1.98,50.85
18.4,2.055,5.115,2.055,51.15
18.499,2.115,5.14,2.115,51.4
18.6,2.175,5.17,2.175,51.7
18.7,2.205,5.195,2.205,51.95
18.8,2.205,5.22,2.205,52.2
18.901,2.175,5.25,2.175,52.5
19.0,2.1,5.275,2.1,52.75
19.101,2.025,5.305,2.025,53.05
19.201,1.95,5.33,1.95,53.3
19.3,1.875,5.355,1.875,53.55
19.401,1.785,5.385,1.785,53.85
19.501,1.68,5.41,1.68,54.1
19.601,1.53,5.44,1.53,54.4
19.701,1.38,5.465,1.38,54.65
19.801,1.215,5.495,1.215,54.95
19.901,1.065,5.52,1.065,55.2
20.0,0.945,5.545,0.945,55.45
20.1,0.84,5.575,0.84,55.75
20.2,0.75,5.6,0.75,56.0
20.301,0.645,5.625,0.645,56.25
20.4,0.54,5.655,0.54,56.55
20.501,0.45,5.68,0.45,56.8
20.601,0.36,5.705,0.36,57.05
20.699,0.285,5.735,0.285,57.35
20.8,0.21,5.76,0.21,57.6
20.901,0.15,5.79,0.15,57.9
21.0,0.09,5.815,0.09,58.15
21.099,0.045,5.84,0.045,58.4
21.2,0.015,5.87,0.015,58.7
21.3,0.0,5.895,0.0,58.95
21.401,-0.015,5.92,-0.015,59.2
21.501,-0.03,5.95,-0.03,59.5
21.6,-0.045,5.975,-0.045,59.75
21.701,-0.045,6.005,-0.045,60.05
21.8,-0.06,6.03,-0.06,60.3
21.9,-0.075,6.055,-0.075,60.55
22.001,-0.075,6.085,-0.075,60.85
22.1,-0.075,6.11,-0.075,61.1
22.2,-0.075,6.135,-0.075,61.35
22.3,-0.075,6.165,-0.075,61.65
22.401,-0.09,6.19,-0.09,61.9
22.5,-0.09,6.215,-0.09,62.15
22.6,-0.09,6.245,-0.09,62.45
22.7,-0.09,6.27,-0.09,62.7
22.801,-0.09,6.295,-0.09,62.95
22.9,-0.09,6.325,-0.09,63.25
23.001,-0.09,6.35,-0.09,63.5
23.101,-0.075,6.38,-0.075,63.8
23.2,-0.075,6.405,-0.075,64.05
23.301,-0.075,6.43,-0.075,64.3
23.401,-0.075,6.46,-0.075,64.6
23.501,-0.075,6.485,-0.075,64.85
23.6,-0.06,6.51,-0.06,65.1
23.701,-0.06,6.54,-0.06,65.4
23.801,-0.045,6.565,-0.045,65.65
23.901,-0.045,6.59,-0.045,65.9
24.0,-0.03,6.62,-0.03,66.2
24.1,-0.015,6.645,-0.015,66.45
24.201,0.0,6.67,0.0,66.7
24.3,0.0,6.7,0.0,67.0
24.4,0.015,6.725,0.015,67.25
24.501,0.045,6.75,0.045,67.5
24.6,0.075,6.775,0.075,67.75
24.7,0.105,6.805,0.105,68.05
24.801,0.135,6.83,0.135,68.3
24.899,0.18,6.855,0.18,68.55
25.0,0.225,6.885,0.225,68.85
25.1,0.285,6.91,0.285,69.1
25.2,0.345,6.935,0.345,69.35
25.3,0.405,6.965,0.405,69.65
25.4,0.465,6.99,0.465,69.9
25.501,0.51,7.015,0.51,70.15
25.6,0.57,7.045,0.57,70.45
25.7,0.63,7.07,0.63,70.7
25.8,0.69,7.095,0.69,70.95
25.9,0.765,7.125,0.765,71.25
26.0,0.855,7.15,0.855,71.5
26.1,0.945,7.175,0.945,71.75
26.2,1.035,7.2,1.035,72.0
26.3,1.125,7.23,1.125,72.3
26.4,1.215,7.255,1.215,72.55
26.5,1.305,7.28,1.305,72.8
26.6,1.425,7.31,1.425,73.1
26.7,1.53,7.335,1.53,73.35
26.8,1.62,7.36,1.62,73.6
26.899,1.71,7.385,1.71,73.85
27.0,1.8,7.415,1.8,74.15
27.1,1.89,7.44,1.89,74.4
27.201,1.98,7.465,1.98,74.65
27.301,2.085,7.495,2.085,74.95
27.4,2.19,7.52,2.19,75.2
27.5,2.31,7.545,2.31,75.45
27.6,2.43,7.57,2.43,75.7
27.699,2.595,7.6,2.595,76.0
27.801,2.745,7.625,2.745,76.25
27.899,2.895,7.65,2.895,76.5
27.999,3.03,7.675,3.03,76.75
28.1,3.18,7.705,3.18,77.05
28.2,3.36,7.73,3.36,77.3
28.401,3.795,7.785,3.795,77.85
28.5,4.035,7.81,4.035,78.1
28.6,4.305,7.835,4.305,78.35
28.701,4.56,7.86,4.56,78.6
28.8,4.8,7.885,4.8,78.85
29.1,5.28,7.915,5.28,79.15
29.201,5.295,7.915,5.295,79.15
29.301,5.265,7.915,5.265,79.15
29.4,5.265,7.915,5.265,79.15
29.5,5.265,7.915,5.265,79.15
29.6,5.25,7.915,5.25,79.15
29.701,5.265,7.915,5.265,79.15
29.799,5.25,7.915,5.25,79.15
29.901,5.265,7.915,5.265,79.15
30.0,5.25,7.915,5.25,79.15
30.1,5.25,7.915,5.25,79.15
30.2,5.25,7.915,5.25,79.15
30.3,5.25,7.915,5.25,79.15
30.401,5.235,7.915,5.235,79.15
30.501,5.235,7.915,5.235,79.15
30.601,5.235,7.915,5.235,79.15
30.7,5.22,7.915,5.22,79.15
30.8,5.235,7.915,5.235,79.15
30.9,5.205,7.915,5.205,79.15
31.0,5.205,7.915,5.205,79.15
31.1,5.205,7.915,5.205,79.15
31.2,5.19,7.915,5.19,79.15
31.3,5.19,7.915,5.19,79.15
31.4,5.175,7.915,5.175,79.15
31.501,5.175,7.915,5.175,79.15
31.601,5.16,7.915,5.16,79.15
31.7,5.16,7.915,5.16,79.15
31.801,5.145,7.915,5.145,79.15
31.9,5.13,7.915,5.13,79.15
32.0,5.13,7.915,5.13,79.15
32.1,5.115,7.915,5.115,79.15
32.201,5.1,7.915,5.1,79.15
32.301,5.085,7.915,5.085,79.15
32.4,5.085,7.915,5.085,79.15
32.501,5.07,7.915,5.07,79.15
32.6,5.07,7.915,5.07,79.15
32.7,5.055,7.915,5.055,79.15
32.8,5.04,7.915,5.04,79.15
32.9,5.04,7.915,5.04,79.15
33.0,5.025,7.915,5.025,79.15
33.1,5.01,7.915,5.01,79.15
33.2,5.01,7.915,5.01,79.15
33.3,4.995,7.915,4.995,79.15
33.399,4.995,7.915,4.995,79.15
33.5,4.995,7.915,4.995,79.15
33.6,4.98,7.915,4.98,79.15
33.7,4.98,7.915,4.98,79.15
33.8,4.965,7.915,4.965,79.15
33.901,4.95,7.915,4.95,79.15
34.0,4.965,7.915,4.965,79.15
34.1,4.95,7.915,4.95,79.15
34.2,4.92,7.915,4.92,79.15
34.301,4.92,7.915,4.92,79.15
34.4,4.935,7.915,4.935,79.15
34.501,4.92,7.915,4.92,79.15
34.6,4.92,7.915,4.92,79.15
34.7,4.935,7.915,4.935,79.15
34.8,4.92,7.915,4.92,79.15
34.901,4.92,7.915,4.92,79.15
35.0,4.92,7.915,4.92,79.15
35.1,4.92,7.915,4.92,79.15
35.201,4.935,7.915,4.935,79.15
35.301,4.92,7.915,4.92,79.15
35.4,4.935,7.915,4.935,79.15
35.501,4.935,7.915,4.935,79.15
35.601,4.935,7.915,4.935,79.15
35.7,4.935,7.915,4.935,79.15
35.8,4.95,7.915,4.95,79.15
35.901,4.95,7.915,4.95,79.15
36.0,4.95,7.915,4.95,79.15
36.101,4.965,7.915,4.965,79.15
36.2,4.965,7.915,4.965,79.15
36.301,4.98,7.915,4.98,79.15
36.4,4.98,7.915,4.98,79.15
36.501,4.995,7.915,4.995,79.15
36.6,5.01,7.915,5.01,79.15
36.7,5.01,7.915,5.01,79.15
36.801,5.025,7.915,5.025,79.15
36.901,5.025,7.915,5.025,79.15
37.0,5.04,7.915,5.04,79.15
37.1,5.04,7.915,5.04,79.15
37.2,5.055,7.915,5.055,79.15
37.3,5.07,7.915,5.07,79.15
37.4,5.085,7.915,5.085,79.15
37.5,5.085,7.915,5.085,79.15
37.6,5.1,7.915,5.1,79.15
37.699,5.115,7.915,5.115,79.15
37.8,5.115,7.915,5.115,79.15
37.9,5.13,7.915,5.13,79.15
38.0,5.13,7.915,5.13,79.15
38.101,5.145,7.915,5.145,79.15
38.201,5.145,7.915,5.145,79.15
38.3,5.16,7.915,5.16,79.15
38.399,5.175,7.915,5.175,79.15
38.5,5.19,7.915,5.19,79.15
38.6,5.19,7.915,5.19,79.15
38.7,5.19,7.915,5.19,79.15
38.801,5.205,7.915,5.205,79.15
38.9,5.22,7.915,5.22,79.15
39.0,5.205,7.915,5.205,79.15
39.1,5.22,7.915,5.22,79.15
39.2,5.22,7.915,5.22,79.15
39.3,5.22,7.915,5.22,79.15
39.4,5.22,7.915,5.22,79.15
39.5,5.22,7.915,5.22,79.15
39.6,5.22,7.915,5.22,79.15
39.7,5.235,7.915,5.235,79.15
