Time t / s;Voltage U_A1 / V;Voltage U_B1 / V;Collector current I_A / nA;Acceleration voltage U_B / V
6;0,72;1,715;0,72;17,15
6,1;0,735;1,745;0,735;17,45
6,201;0,735;1,77;0,735;17,7
6,3;0,735;1,8;0,735;18
6,4;0,705;1,83;0,705;18,3
6,501;0,69;1,855;0,69;18,55
6,6;0,675;1,885;0,675;18,85
6,7;0,645;1,915;0,645;19,15
6,8;0,615;1,94;0,615;19,4
6,9;0,6;1,97;0,6;19,7
7;0,57;2;0,57;20
7,101;0,54;2,025;0,54;20,25
7,201;0,525;2,055;0,525;20,55
7,3;0,495;2,08;0,495;20,8
7,4;0,48;2,11;0,48;21,1
7,5;0,465;2,14;0,465;21,4
7,6;0,465;2,165;0,465;21,65
7,7;0,45;2,195;0,45;21,95
7,8;0,45;2,22;0,45;22,2
7,9;0,45;2,25;0,45;22,5
8;0,45;2,28;0,45;22,8
8,099;0,435;2,305;0,435;23,05
8,199;0,45;2,335;0,45;23,35
8,299;0,45;2,36;0,45;23,6
8,399;0,45;2,39;0,45;23,9
8,5;0,465;2,415;0,465;24,15
8,599;0,51;2,445;0,51;24,45
8,7;0,57;2,475;0,57;24,75
8,8;0,63;2,5;0,63;25
8,9;0,675;2,53;0,675;25,3
8,999;0,72;2,56;0,72;25,6
9,1;0,75;2,585;0,75;25,85
9,199;0,795;2,615;0,795;26,15
9,299;0,855;2,64;0,855;26,4
9,4;0,93;2,67;0,93;26,7
9,5;1,005;2,695;1,005;26,95
9,6;1,08;2,725;1,08;27,25
9,7;1,155;2,755;1,155;27,55
9,8;1,245;2,78;1,245;27,8
9,899;1,32;2,81;1,32;28,1
10;1,38;2,835;1,38;28,35
10,099;1,455;2,865;1,455;28,65
10,199;1,515;2,89;1,515;28,9
10,3;1,575;2,92;1,575;29,2
10,4;1,62;2,95;1,62;29,5
10,499;1,68;2,975;1,68;29,75
10,601;1,725;3,005;1,725;30,05
10,7;1,785;3,035;1,785;30,35
10,8;1,815;3,06;1,815;30,6
10,9;1,86;3,085;1,86;30,85
11;1,905;3,115;1,905;31,15
11,101;1,935;3,145;1,935;31,45
11,2;1,965;3,17;1,965;31,7
11,3;1,995;3,2;1,995;32
11,399;2,01;3,225;2,01;32,25
11,5;2,04;3,255;2,04;32,55
11,601;2,055;3,285;2,055;32,85
11,7;2,07;3,31;2,07;33,1
11,8;2,085;3,34;2,085;33,4
11,899;2,1;3,365;2,1;33,65
12;2,115;3,395;2,115;33,95
12,1;2,13;3,42;2,13;34,2
12,201;2,13;3,45;2,13;34,5
12,3;2,115;3,475;2,115;34,75
12,4;2,025;3,505;2,025;35,05
12,5;1,875;3,53;1,875;35,3
12,6;1,725;3,56;1,725;35,6
12,699;1,59;3,585;1,59;35,85
12,799;1,47;3,615;1,47;36,15
12,899;1,335;3,645;1,335;36,45
13;1,2;3,67;1,2;36,7
13,1;1,05;3,7;1,05;37
13,2;0,915;3,725;0,915;37,25
13,299;0,825;3,755;0,825;37,55
13,399;0,75;3,78;0,75;37,8
13,499;0,69;3,81;0,69;38,1
13,6;0,645;3,84;0,645;38,4
13,7;0,585;3,865;0,585;38,65
13,8;0,525;3,895;0,525;38,95
13,9;0,48;3,92;0,48;39,2
13,999;0,45;3,95;0,45;39,5
14,1;0,405;3,975;0,405;39,75
14,2;0,375;4,005;0,375;40,05
14,299;0,345;4,03;0,345;40,3
14,4;0,315;4,06;0,315;40,6
14,499;0,3;4,085;0,3;40,85
14,6;0,3;4,115;0,3;41,15
14,7;0,33;4,14;0,33;41,4
14,799;0,36;4,17;0,36;41,7
14,899;0,39;4,195;0,39;41,95
15,001;0,405;4,225;0,405;42,25
15,1;0,405;4,25;0,405;42,5
15,199;0,42;4,28;0,42;42,8
15,299;0,465;4,305;0,465;43,05
15,4;0,525;4,335;0,525;43,35
15,499;0,585;4,36;0,585;43,6
15,6;0,63;4,39;0,63;43,9
15,7;0,675;4,415;0,675;44,15
15,825;0,735;4,45;0,735;44,5
15,9;0,795;4,475;0,795;44,75
16,001;0,87;4,5;0,87;45
16,101;0,975;4,525;0,975;45,25
16,2;1,08;4,555;1,08;45,55
16,3;1,185;4,58;1,185;45,8
16,399;1,305;4,61;1,305;46,1
16,5;1,41;4,635;1,41;46,35
16,599;1,53;4,665;1,53;46,65
16,701;1,635;4,69;1,635;46,9
16,8;1,755;4,72;1,755;47,2
16,899;1,86;4,745;1,86;47,45
17;1,965;4,775;1,965;47,75
17,1;2,07;4,8;2,07;48
17,201;2,175;4,83;2,175;48,3
17,3;2,265;4,855;2,265;48,55
17,399;2,37;4,885;2,37;48,85
17,5;2,46;4,91;2,46;49,1
17,6;2,55;4,94;2,55;49,4
17,7;2,64;4,965;2,64;49,65
17,799;2,73;4,995;2,73;49,95
17,899;2,82;5,02;2,82;50,2
18;2,895;5,045;2,895;50,45
18,1;2,97;5,075;2,97;50,75
18,199;3,045;5,105;3,045;51,05
18,3;3,12;5,13;3,12;51,3
18,399;3,195;5,155;3,195;51,55
18,5;3,24;5,185;3,24;51,85
18,6;3,24;5,21;3,24;52,1
18,7;3,45;5,24;3,45;52,4
18,799;3,375;5,265;3,375;52,65
18,9;3,3;5,295;3,3;52,95
18,999;3,24;5,32;3,24;53,2
19,1;3,18;5,35;3,18;53,5
19,2;3,105;5,375;3,105;53,75
19,299;3,015;5,405;3,015;54,05
19,4;2,895;5,43;2,895;54,3
19,5;2,745;5,455;2,745;54,55
19,599;2,61;5,485;2,61;54,85
19,699;2,475;5,51;2,475;55,1
19,799;2,355;5,54;2,355;55,4
19,901;2,205;5,565;2,205;55,65
20;2,07;5,595;2,07;55,95
20,1;1,905;5,62;1,905;56,2
20,199;1,755;5,645;1,755;56,45
20,3;1,62;5,675;1,62;56,75
20,401;1,47;5,7;1,47;57
20,5;1,335;5,73;1,335;57,3
20,6;1,2;5,755;1,2;57,55
20,699;1,095;5,785;1,095;57,85
20,8;1,005;5,81;1,005;58,1
20,9;0,96;5,84;0,96;58,4
20,999;0,9;5,865;0,9;58,65
21,1;0,84;5,895;0,84;58,95
21,2;0,765;5,92;0,765;59,2
21,3;0,705;5,945;0,705;59,45
21,4;0,66;5,975;0,66;59,75
21,499;0,645;6;0,645;60
21,599;0,66;6,03;0,66;60,3
21,7;0,66;6,055;0,66;60,55
21,8;0,66;6,08;0,66;60,8
21,9;0,645;6,11;0,645;61,1
22;0,645;6,135;0,645;61,35
22,099;0,66;6,165;0,66;61,65
22,2;0,69;6,19;0,69;61,9
22,3;0,72;6,22;0,72;62,2
22,399;0,75;6,245;0,75;62,45
22,5;0,78;6,27;0,78;62,7
22,6;0,825;6,3;0,825;63
22,699;0,885;6,325;0,885;63,25
22,8;0,96;6,355;0,96;63,55
22,899;1,05;6,38;1,05;63,8
23;1,155;6,405;1,155;64,05
23,1;1,26;6,435;1,26;64,35
23,199;1,38;6,46;1,38;64,6
23,3;1,5;6,49;1,5;64,9
23,4;1,635;6,515;1,635;65,15
23,501;1,77;6,545;1,77;65,45
23,6;1,92;6,57;1,92;65,7
23,7;2,07;6,595;2,07;65,95
23,8;2,22;6,625;2,22;66,25
23,899;2,385;6,65;2,385;66,5
24;2,565;6,675;2,565;66,75
24,1;2,73;6,705;2,73;67,05
24,2;2,91;6,73;2,91;67,3
24,299;3,09;6,76;3,09;67,6
24,4;3,285;6,785;3,285;67,85
24,5;3,48;6,81;3,48;68,1
24,599;3,675;6,84;3,675;68,4
24,7;3,885;6,865;3,885;68,65
24,8;4,095;6,89;4,095;68,9
24,899;4,29;6,92;4,29;69,2
24,999;4,485;6,945;4,485;69,45
25,099;4,665;6,975;4,665;69,75
25,199;4,83;7;4,83;70
25,299;4,995;7,025;4,995;70,25
25,4;5,175;7,055;5,175;70,55
25,5;5,34;7,08;5,34;70,8
25,6;5,52;7,105;5,52;71,05
25,7;5,7;7,135;5,7;71,35
25,8;5,865;7,16;5,865;71,6
25,9;6,015;7,19;6,015;71,9
26;6,15;7,215;6,15;72,15
26,099;6,3;7,24;6,3;72,4
26,199;6,45;7,27;6,45;72,7
26,299;6,615;7,295;6,615;72,95
26,4;6,765;7,325;6,765;73,25
26,5;6,915;7,35;6,915;73,5
26,6;7,065;7,375;7,065;73,75
26,7;7,2;7,4;7,2;74
26,8;7,35;7,43;7,35;74,3
26,9;7,515;7,455;7,515;74,55
27;7,71;7,485;7,71;74,85
27,1;7,935;7,51;7,935;75,1
27,2;8,13;7,535;8,13;75,35
27,299;8,325;7,56;8,325;75,6
27,4;8,52;7,59;8,52;75,9
27,499;8,715;7,615;8,715;76,15
27,599;8,94;7,645;8,94;76,45
27,7;9,18;7,67;9,18;76,7
27,799;9,45;7,695;9,45;76,95
27,9;9,735;7,72;9,735;77,2
28;10,035;7,75;10,035;77,5
28,1;10,32;7,775;10,32;77,75
28,199;10,635;7,805;10,635;78,05
28,299;10,95;7,83;10,95;78,3
28,401;11,325;7,855;11,325;78,55
28,5;11,7;7,88;11,7;78,8
28,6;12,075;7,91;12,075;79,1
28,7;12,3;7,91;12,3;79,1
28,799;12,285;7,91;12,285;79,1
28,899;12,285;7,91;12,285;79,1
29;12,27;7,91;12,27;79,1
29,099;12,27;7,91;12,27;79,1
29,199;12,285;7,91;12,285;79,1
29,3;12,285;7,91;12,285;79,1
29,399;12,27;7,91;12,27;79,1
29,5;12,27;7,91;12,27;79,1
29,599;12,27;7,91;12,27;79,1
29,699;12,27;7,91;12,27;79,1
29,799;12,27;7,91;12,27;79,1
29,9;12,285;7,91;12,285;79,1
30;12,285;7,91;12,285;79,1
30,1;12,285;7,91;12,285;79,1
30,2;12,285;7,91;12,285;79,1
30,299;12,285;7,91;12,285;79,1
30,4;12,285;7,91;12,285;79,1
30,501;12,3;7,91;12,3;79,1
30,601;12,3;7,91;12,3;79,1
30,701;12,3;7,91;12,3;79,1
30,8;12,315;7,91;12,315;79,1
30,899;12,33;7,91;12,33;79,1
31;12,33;7,91;12,33;79,1
31,1;12,345;7,91;12,345;79,1
31,2;12,36;7,91;12,36;79,1
31,301;12,36;7,91;12,36;79,1
31,4;12,375;7,91;12,375;79,1
31,5;12,375;7,91;12,375;79,1
31,6;12,39;7,91;12,39;79,1
31,7;12,39;7,91;12,39;79,1
31,799;12,405;7,91;12,405;79,1
31,9;12,405;7,91;12,405;79,1
31,999;12,42;7,91;12,42;79,1
32,101;12,435;7,91;12,435;79,1
32,2;12,435;7,91;12,435;79,1
32,3;12,465;7,91;12,465;79,1
32,4;12,465;7,91;12,465;79,1
32,5;12,465;7,91;12,465;79,1
32,6;12,465;7,91;12,465;79,1
32,7;12,48;7,91;12,48;79,1
32,8;12,48;7,91;12,48;79,1
32,9;12,48;7,91;12,48;79,1
32,999;12,48;7,91;12,48;79,1
33,1;12,48;7,91;12,48;79,1
33,2;12,48;7,91;12,48;79,1
33,301;12,48;7,91;12,48;79,1
33,4;12,48;7,91;12,48;79,1
33,5;12,48;7,91;12,48;79,1
33,599;12,48;7,91;12,48;79,1
33,699;12,48;7,91;12,48;79,1
33,8;12,48;7,91;12,48;79,1
33,9;12,48;7,91;12,48;79,1
33,999;12,465;7,91;12,465;79,1
34,1;12,465;7,91;12,465;79,1
34,2;12,465;7,91;12,465;79,1
34,299;12,45;7,91;12,45;79,1
34,399;12,45;7,91;12,45;79,1
34,501;12,435;7,91;12,435;79,1
34,6;12,435;7,91;12,435;79,1
34,7;12,42;7,91;12,42;79,1
34,8;12,42;7,91;12,42;79,1
34,899;12,405;7,91;12,405;79,1
34,999;12,39;7,91;12,39;79,1
35,1;12,375;7,91;12,375;79,1
35,2;12,36;7,91;12,36;79,1
35,3;12,345;7,91;12,345;79,1
35,4;12,33;7,91;12,33;79,1
35,501;12,33;7,91;12,33;79,1
35,6;12,315;7,91;12,315;79,1
35,7;12,315;7,91;12,315;79,1
35,8;12,3;7,91;12,3;79,1
35,9;12,3;7,91;12,3;79,1
35,999;12,3;7,91;12,3;79,1
36,1;12,285;7,91;12,285;79,1
36,2;12,285;7,91;12,285;79,1
36,299;12,27;7,91;12,27;79,1
36,399;12,27;7,91;12,27;79,1
36,499;12,27;7,91;12,27;79,1
36,599;12,285;7,91;12,285;79,1
36,7;12,285;7,91;12,285;79,1
36,799;12,285;7,91;12,285;79,1
36,9;12,285;7,91;12,285;79,1
37;12,3;7,91;12,3;79,1
37,099;12,285;7,91;12,285;79,1
37,199;12,3;7,91;12,3;79,1
37,299;12,3;7,91;12,3;79,1
37,399;12,3;7,91;12,3;79,1
37,5;12,3;7,91;12,3;79,1
37,6;12,3;7,91;12,3;79,1
37,699;12,3;7,91;12,3;79,1
37,8;12,3;7,91;12,3;79,1
37,899;12,3;7,91;12,3;79,1
37,999;12,315;7,91;12,315;79,1
38,101;12,315;7,91;12,315;79,1
38,2;12,315;7,91;12,315;79,1
38,3;12,33;7,91;12,33;79,1
38,4;12,33;7,91;12,33;79,1
38,499;12,345;7,91;12,345;79,1
38,6;12,345;7,91;12,345;79,1
38,7;12,345;7,91;12,345;79,1
38,799;12,36;7,91;12,36;79,1
38,9;12,375;7,91;12,375;79,1
38,999;12,375;7,91;12,375;79,1
39,1;12,39;7,91;12,39;79,1
39,199;12,405;7,91;12,405;79,1
39,299;12,405;7,91;12,405;79,1
39,4;12,42;7,91;12,42;79,1
39,499;12,435;7,91;12,435;79,1
39,599;12,435;7,91;12,435;79,1
39,7;12,45;7,91;12,45;79,1
39,799;12,45;7,91;12,45;79,1
39,9;12,465;7,91;12,465;79,1
40;12,465;7,91;12,465;79,1
