Time t / s;Voltage U_A1 / V;Voltage U_B1 / V;Collector current I_A / nA;Acceleration voltage U_B / V
28,601;1,155;7,875;1,155;78,75
28,7;1,17;7,9;1,17;79
28,801;1,17;7,91;1,17;79,1
28,9;1,14;7,91;1,14;79,1
29;1,125;7,91;1,125;79,1
29,1;1,125;7,91;1,125;79,1
29,2;1,11;7,91;1,11;79,1
29,3;1,11;7,91;1,11;79,1
29,4;1,095;7,91;1,095;79,1
29,5;1,095;7,91;1,095;79,1
29,6;1,08;7,91;1,08;79,1
29,7;1,08;7,91;1,08;79,1
29,8;1,065;7,91;1,065;79,1
29,9;1,065;7,91;1,065;79,1
29,999;1,05;7,91;1,05;79,1
30,1;1,05;7,91;1,05;79,1
30,2;1,05;7,91;1,05;79,1
30,3;1,035;7,91;1,035;79,1
30,4;1,035;7,91;1,035;79,1
30,5;1,02;7,91;1,02;79,1
30,6;1,02;7,91;1,02;79,1
30,701;1,02;7,91;1,02;79,1
30,801;1,005;7,91;1,005;79,1
30,9;1,005;7,91;1,005;79,1
31;1,005;7,91;1,005;79,1
31,1;0,99;7,91;0,99;79,1
31,2;0,99;7,91;0,99;79,1
31,299;0,99;7,91;0,99;79,1
31,4;0,99;7,91;0,99;79,1
31,499;0,99;7,91;0,99;79,1
31,6;0,99;7,91;0,99;79,1
31,699;0,975;7,91;0,975;79,1
31,799;0,975;7,91;0,975;79,1
31,9;0,975;7,91;0,975;79,1
31,999;0,975;7,91;0,975;79,1
32,1;0,975;7,91;0,975;79,1
32,2;0,975;7,91;0,975;79,1
32,299;0,975;7,91;0,975;79,1
32,4;0,975;7,91;0,975;79,1
32,5;0,975;7,91;0,975;79,1
32,6;0,975;7,91;0,975;79,1
32,7;0,96;7,91;0,96;79,1
32,801;0,975;7,91;0,975;79,1
32,899;0,975;7,91;0,975;79,1
33,001;0,975;7,91;0,975;79,1
33,1;0,975;7,91;0,975;79,1
33,199;0,975;7,91;0,975;79,1
33,3;0,975;7,91;0,975;79,1
33,4;0,975;7,91;0,975;79,1
33,5;0,975;7,91;0,975;79,1
33,6;0,975;7,91;0,975;79,1
33,699;0,975;7,91;0,975;79,1
33,8;0,975;7,91;0,975;79,1
33,901;0,99;7,91;0,99;79,1
34;0,99;7,91;0,99;79,1
34,1;0,99;7,91;0,99;79,1
34,2;0,99;7,91;0,99;79,1
34,299;0,99;7,91;0,99;79,1
34,4;1,005;7,91;1,005;79,1
34,5;1,005;7,91;1,005;79,1
34,6;1,005;7,91;1,005;79,1
34,7;1,005;7,91;1,005;79,1
34,8;1,02;7,91;1,02;79,1
34,9;1,02;7,91;1,02;79,1
35;1,02;7,91;1,02;79,1
35,1;1,035;7,91;1,035;79,1
35,199;1,035;7,91;1,035;79,1
35,299;1,035;7,91;1,035;79,1
35,399;1,035;7,91;1,035;79,1
35,499;1,05;7,91;1,05;79,1
35,6;1,05;7,91;1,05;79,1
35,701;1,05;7,91;1,05;79,1
35,799;1,065;7,91;1,065;79,1
35,899;1,065;7,91;1,065;79,1
35,999;1,065;7,91;1,065;79,1
36,101;1,065;7,91;1,065;79,1
36,2;1,065;7,91;1,065;79,1
36,3;1,08;7,91;1,08;79,1
36,4;1,08;7,91;1,08;79,1
36,5;1,095;7,91;1,095;79,1
36,601;1,095;7,91;1,095;79,1
36,699;1,095;7,91;1,095;79,1
36,799;1,095;7,91;1,095;79,1
36,9;1,095;7,91;1,095;79,1
37;1,11;7,91;1,11;79,1
37,1;1,11;7,91;1,11;79,1
37,2;1,11;7,91;1,11;79,1
37,3;1,11;7,91;1,11;79,1
37,4;1,11;7,91;1,11;79,1
37,499;1,125;7,91;1,125;79,1
37,6;1,125;7,91;1,125;79,1
37,7;1,14;7,91;1,14;79,1
37,799;1,14;7,91;1,14;79,1
37,9;1,14;7,91;1,14;79,1
38;1,14;7,91;1,14;79,1
38,099;1,155;7,91;1,155;79,1
38,2;1,155;7,91;1,155;79,1
38,299;1,155;7,91;1,155;79,1
38,4;1,155;7,91;1,155;79,1
38,5;1,17;7,91;1,17;79,1
38,6;1,17;7,91;1,17;79,1
38,699;1,17;7,91;1,17;79,1
38,799;1,17;7,91;1,17;79,1
38,9;1,185;7,91;1,185;79,1
39;1,185;7,91;1,185;79,1
39,101;1,185;7,91;1,185;79,1
39,2;1,185;7,91;1,185;79,1
39,299;1,185;7,91;1,185;79,1
39,4;1,185;7,91;1,185;79,1
39,5;1,2;7,91;1,2;79,1
39,6;1,215;7,91;1,215;79,1
39,7;1,215;7,91;1,215;79,1
39,8;1,215;7,91;1,215;79,1
39,9;1,23;7,91;1,23;79,1
40;1,245;7,91;1,245;79,1
