Time t / s;Voltage U_A1 / V;Voltage U_B1 / V;Collector current I_A / nA;Acceleration voltage U_B / V
9.6;1.83;2.725;1.83;27.25
9.7;1.92;2.755;1.92;27.55
9.8;2.01;2.785;2.01;27.85
9.9;2.085;2.81;2.085;28.1
10;2.16;2.84;2.16;28.4
10.099;2.235;2.865;2.235;28.65
10.2;2.295;2.895;2.295;28.95
10.3;2.37;2.92;2.37;29.2
10.401;2.415;2.95;2.415;29.5
10.501;2.475;2.98;2.475;29.8
10.6;2.52;3.005;2.52;30.05
10.7;2.565;3.035;2.565;30.35
10.8;2.61;3.06;2.61;30.6
10.901;2.64;3.09;2.64;30.9
11;2.685;3.115;2.685;31.15
11.101;2.7;3.145;2.7;31.45
11.2;2.73;3.17;2.73;31.7
11.3;2.76;3.2;2.76;32
11.399;2.775;3.225;2.775;32.25
11.5;2.79;3.255;2.79;32.55
11.6;2.805;3.285;2.805;32.85
11.7;2.82;3.31;2.82;33.1
11.8;2.835;3.34;2.835;33.4
11.9;2.865;3.365;2.865;33.65
12;2.88;3.395;2.88;33.95
12.099;2.895;3.42;2.895;34.2
12.201;2.895;3.45;2.895;34.5
12.3;2.865;3.475;2.865;34.75
12.4;2.76;3.505;2.76;35.05
12.5;2.595;3.53;2.595;35.3
12.6;2.415;3.56;2.415;35.6
12.699;2.265;3.585;2.265;35.85
12.8;2.115;3.615;2.115;36.15
12.9;1.98;3.64;1.98;36.4
13;1.83;3.67;1.83;36.7
13.101;1.65;3.695;1.65;36.95
13.201;1.485;3.725;1.485;37.25
13.3;1.335;3.75;1.335;37.5
13.4;1.2;3.78;1.2;37.8
13.5;1.095;3.805;1.095;38.05
13.6;0.99;3.835;0.99;38.35
13.7;0.9;3.86;0.9;38.6
13.8;0.825;3.89;0.825;38.9
13.899;0.78;3.915;0.78;39.15
14;0.735;3.945;0.735;39.45
14.1;0.72;3.975;0.72;39.75
14.201;0.72;4;0.72;40
14.3;0.75;4.025;0.75;40.25
14.401;0.825;4.055;0.825;40.55
14.5;0.9;4.08;0.9;40.8
14.6;0.945;4.11;0.945;41.1
14.701;0.99;4.14;0.99;41.4
14.8;1.035;4.165;1.035;41.65
14.9;1.11;4.19;1.11;41.9
15;1.245;4.22;1.245;42.2
15.1;1.41;4.245;1.41;42.45
15.2;1.56;4.275;1.56;42.75
15.299;1.695;4.3;1.695;43
15.401;1.83;4.33;1.83;43.3
15.5;1.965;4.355;1.965;43.55
15.601;2.115;4.385;2.115;43.85
15.699;2.28;4.41;2.28;44.1
15.799;2.445;4.44;2.445;44.4
15.901;2.625;4.465;2.625;44.65
16;2.79;4.495;2.79;44.95
16.099;2.955;4.52;2.955;45.2
16.2;3.12;4.545;3.12;45.45
16.3;3.285;4.575;3.285;45.75
16.4;3.465;4.605;3.465;46.05
16.5;3.63;4.63;3.63;46.3
16.601;3.795;4.655;3.795;46.55
16.7;3.96;4.685;3.96;46.85
16.8;4.11;4.71;4.11;47.1
16.9;4.275;4.74;4.275;47.4
16.999;4.425;4.765;4.425;47.65
17.099;4.575;4.795;4.575;47.95
17.2;4.725;4.82;4.725;48.2
17.3;4.86;4.845;4.86;48.45
17.399;4.995;4.875;4.995;48.75
17.5;5.145;4.9;5.145;49
17.6;5.265;4.93;5.265;49.3
17.699;5.385;4.955;5.385;49.55
17.8;5.505;4.985;5.505;49.85
17.9;5.64;5.01;5.64;50.1
18;5.76;5.04;5.76;50.4
18.1;5.88;5.065;5.88;50.65
18.2;5.985;5.09;5.985;50.9
18.3;6.09;5.12;6.09;51.2
18.399;6.195;5.145;6.195;51.45
18.499;6.27;5.17;6.27;51.7
18.6;6.315;5.2;6.315;52
18.7;6.315;5.225;6.315;52.25
18.8;6.255;5.255;6.255;52.55
18.9;6.21;5.28;6.21;52.8
19;6.18;5.31;6.18;53.1
19.1;6.15;5.335;6.15;53.35
19.2;6.105;5.365;6.105;53.65
19.299;6.045;5.39;6.045;53.9
19.399;5.955;5.415;5.955;54.15
19.5;5.835;5.445;5.835;54.45
19.6;5.73;5.47;5.73;54.7
19.699;5.64;5.495;5.64;54.95
19.799;5.55;5.525;5.55;55.25
19.9;5.46;5.55;5.46;55.5
20;5.355;5.58;5.355;55.8
20.101;5.25;5.605;5.25;56.05
20.2;5.145;5.635;5.145;56.35
20.299;5.055;5.66;5.055;56.6
20.401;5.01;5.685;5.01;56.85
20.5;5.01;5.715;5.01;57.15
20.601;5.01;5.74;5.01;57.4
20.7;4.965;5.77;4.965;57.7
20.8;4.92;5.795;4.92;57.95
20.9;4.875;5.82;4.875;58.2
21;4.83;5.85;4.83;58.5
21.1;4.83;5.88;4.83;58.8
21.2;4.875;5.905;4.875;59.05
21.3;4.935;5.93;4.935;59.3
21.399;4.98;5.955;4.98;59.55
21.501;5.01;5.985;5.01;59.85
21.6;5.04;6.01;5.04;60.1
21.7;5.1;6.04;5.1;60.4
21.8;5.175;6.065;5.175;60.65
21.9;5.265;6.09;5.265;60.9
22;5.385;6.12;5.385;61.2
22.1;5.49;6.145;5.49;61.45
22.2;5.61;6.17;5.61;61.7
22.3;5.745;6.2;5.745;62
22.4;5.88;6.225;5.88;62.25
22.499;6.045;6.255;6.045;62.55
22.6;6.21;6.28;6.21;62.8
22.7;6.375;6.305;6.375;63.05
22.801;6.57;6.335;6.57;63.35
22.899;6.765;6.36;6.765;63.6
23;6.96;6.385;6.96;63.85
23.101;7.185;6.415;7.185;64.15
23.2;7.41;6.44;7.41;64.4
23.299;7.635;6.465;7.635;64.65
23.4;7.89;6.495;7.89;64.95
23.5;8.145;6.52;8.145;65.2
23.6;8.4;6.55;8.4;65.5
23.7;8.67;6.575;8.67;65.75
23.8;8.955;6.6;8.955;66
23.899;9.24;6.63;9.24;66.3
24;9.54;6.655;9.54;66.55
24.1;9.855;6.685;9.855;66.85
24.199;10.17;6.71;10.17;67.1
24.299;10.5;6.735;10.5;67.35
24.4;10.83;6.76;10.83;67.6
24.5;11.19;6.79;11.19;67.9
24.599;11.52;6.815;11.52;68.15
24.7;11.85;6.84;11.85;68.4
24.8;12.165;6.87;12.165;68.7
24.901;12.465;6.895;12.465;68.95
24.999;12.72;6.92;12.72;69.2
25.1;12.855;6.95;12.855;69.5
25.199;12.855;6.975;12.855;69.75
25.299;12.855;7;12.855;70
25.4;12.855;7.03;12.855;70.3
25.5;12.855;7.055;12.855;70.55
25.6;12.855;7.08;12.855;70.8
25.699;12.855;7.11;12.855;71.1
25.8;12.855;7.135;12.855;71.35
25.899;12.855;7.16;12.855;71.6
25.999;12.855;7.19;12.855;71.9
26.101;12.855;7.215;12.855;72.15
26.2;12.855;7.24;12.855;72.4
26.299;12.855;7.27;12.855;72.7
26.4;12.855;7.295;12.855;72.95
26.5;12.855;7.32;12.855;73.2
26.599;12.855;7.35;12.855;73.5
26.7;12.855;7.375;12.855;73.75
26.8;12.855;7.4;12.855;74
26.899;12.855;7.425;12.855;74.25
27;12.855;7.455;12.855;74.55
27.1;12.855;7.48;12.855;74.8
27.201;12.855;7.51;12.855;75.1
27.3;12.855;7.535;12.855;75.35
27.399;12.855;7.56;12.855;75.6
27.499;12.855;7.585;12.855;75.85
27.599;12.855;7.615;12.855;76.15
27.7;12.855;7.64;12.855;76.4
27.8;12.855;7.665;12.855;76.65
27.9;12.855;7.69;12.855;76.9
28;12.855;7.72;12.855;77.2
28.101;12.855;7.745;12.855;77.45
28.2;12.855;7.77;12.855;77.7
28.3;12.855;7.795;12.855;77.95
28.4;12.855;7.825;12.855;78.25
28.501;12.855;7.85;12.855;78.5
28.6;12.855;7.875;12.855;78.75
28.7;12.855;7.9;12.855;79
28.8;12.855;7.91;12.855;79.1
28.9;12.855;7.91;12.855;79.1
29;12.855;7.91;12.855;79.1
29.101;12.855;7.91;12.855;79.1
29.2;12.855;7.91;12.855;79.1
29.3;12.855;7.91;12.855;79.1
29.4;12.855;7.91;12.855;79.1
29.5;12.855;7.91;12.855;79.1
29.6;12.855;7.91;12.855;79.1
29.7;12.855;7.91;12.855;79.1
29.799;12.855;7.91;12.855;79.1
29.9;12.855;7.91;12.855;79.1
29.999;12.855;7.91;12.855;79.1
30.099;12.855;7.91;12.855;79.1
30.2;12.855;7.91;12.855;79.1
30.299;12.855;7.91;12.855;79.1
30.4;12.855;7.91;12.855;79.1
30.501;12.855;7.91;12.855;79.1
30.599;12.855;7.91;12.855;79.1
30.7;12.855;7.91;12.855;79.1
30.8;12.855;7.91;12.855;79.1
30.899;12.855;7.91;12.855;79.1
31;12.855;7.91;12.855;79.1
31.099;12.855;7.91;12.855;79.1
31.2;12.855;7.91;12.855;79.1
31.3;12.855;7.91;12.855;79.1
31.4;12.855;7.91;12.855;79.1
31.5;12.855;7.91;12.855;79.1
31.6;12.855;7.91;12.855;79.1
31.7;12.855;7.91;12.855;79.1
31.8;12.855;7.91;12.855;79.1
31.899;12.855;7.91;12.855;79.1
31.999;12.855;7.91;12.855;79.1
32.1;12.855;7.91;12.855;79.1
32.201;12.855;7.91;12.855;79.1
32.3;12.855;7.91;12.855;79.1
32.4;12.855;7.91;12.855;79.1
32.499;12.855;7.91;12.855;79.1
32.6;12.855;7.91;12.855;79.1
32.7;12.855;7.91;12.855;79.1
32.8;12.855;7.91;12.855;79.1
32.9;12.855;7.91;12.855;79.1
33;12.855;7.91;12.855;79.1
33.1;12.855;7.91;12.855;79.1
33.2;12.855;7.91;12.855;79.1
33.3;12.855;7.91;12.855;79.1
33.4;12.855;7.91;12.855;79.1
33.5;12.855;7.91;12.855;79.1
33.6;12.855;7.91;12.855;79.1
33.7;12.855;7.91;12.855;79.1
33.799;12.855;7.91;12.855;79.1
33.9;12.855;7.91;12.855;79.1
34;12.855;7.91;12.855;79.1
34.099;12.855;7.91;12.855;79.1
34.199;12.855;7.91;12.855;79.1
34.3;12.855;7.91;12.855;79.1
34.399;12.855;7.91;12.855;79.1
34.5;12.855;7.91;12.855;79.1
34.6;12.855;7.91;12.855;79.1
34.7;12.855;7.91;12.855;79.1
34.8;12.855;7.91;12.855;79.1
34.9;12.855;7.91;12.855;79.1
35;12.855;7.91;12.855;79.1
35.1;12.855;7.91;12.855;79.1
35.199;12.855;7.91;12.855;79.1
35.3;12.855;7.91;12.855;79.1
35.4;12.855;7.91;12.855;79.1
35.499;12.855;7.91;12.855;79.1
35.6;12.855;7.91;12.855;79.1
35.7;12.855;7.91;12.855;79.1
35.8;12.855;7.91;12.855;79.1
35.899;12.855;7.91;12.855;79.1
36;12.855;7.91;12.855;79.1
36.099;12.855;7.91;12.855;79.1
36.2;12.855;7.91;12.855;79.1
36.3;12.855;7.91;12.855;79.1
36.4;12.855;7.91;12.855;79.1
36.499;12.855;7.91;12.855;79.1
36.599;12.855;7.91;12.855;79.1
36.7;12.855;7.91;12.855;79.1
36.8;12.855;7.91;12.855;79.1
36.901;12.855;7.91;12.855;79.1
37;12.855;7.91;12.855;79.1
37.099;12.855;7.91;12.855;79.1
37.2;12.855;7.91;12.855;79.1
37.3;12.855;7.91;12.855;79.1
37.4;12.855;7.91;12.855;79.1
37.5;12.855;7.91;12.855;79.1
37.6;12.855;7.91;12.855;79.1
37.7;12.855;7.91;12.855;79.1
37.8;12.855;7.91;12.855;79.1
37.899;12.855;7.91;12.855;79.1
38.001;12.855;7.91;12.855;79.1
38.101;12.855;7.91;12.855;79.1
38.199;12.855;7.91;12.855;79.1
38.3;12.855;7.91;12.855;79.1
38.4;12.855;7.91;12.855;79.1
38.499;12.855;7.91;12.855;79.1
38.6;12.855;7.91;12.855;79.1
38.7;12.855;7.91;12.855;79.1
38.799;12.855;7.91;12.855;79.1
38.9;12.855;7.91;12.855;79.1
38.999;12.855;7.91;12.855;79.1
39.1;12.855;7.91;12.855;79.1
39.2;12.855;7.91;12.855;79.1
39.3;12.855;7.91;12.855;79.1
39.399;12.855;7.91;12.855;79.1
39.499;12.855;7.91;12.855;79.1
39.599;12.855;7.91;12.855;79.1
39.699;12.855;7.91;12.855;79.1
39.801;12.855;7.91;12.855;79.1
39.9;12.855;7.91;12.855;79.1
39.999;12.855;7.91;12.855;79.1
